age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,attrition,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
38,4317,3,19,3,2,4,3,3,2,3,4,1,20,0,0,2,3,5,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,2632,1,5,5,4,1,3,3,3,2,3,0,14,0,0,4,18,3,1,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,4668,0,9,8,7,4,1,4,4,4,3,0,17,0,3,2,9,2,2,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,3204,5,8,3,2,4,3,1,4,3,3,0,14,0,1,3,5,3,1,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,2720,0,6,5,3,2,2,4,4,3,3,0,13,0,0,3,2,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,17181,4,21,7,6,4,2,1,2,2,3,0,13,0,1,2,10,3,2,7,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,2238,2,7,5,0,3,3,1,4,3,4,0,21,0,1,2,9,4,1,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19,1483,1,1,1,0,2,3,2,4,3,3,0,14,0,0,3,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,5605,1,20,20,7,2,3,2,1,3,3,0,11,0,1,2,26,3,2,2,13,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,7295,1,10,10,8,3,3,2,1,3,3,0,13,0,2,3,1,5,1,0,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2306,2,13,7,7,2,3,3,4,1,4,1,20,0,1,3,6,2,1,4,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,2348,8,20,17,9,2,3,2,3,1,3,0,18,0,1,2,9,3,1,0,15,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,8998,1,9,9,8,2,3,4,4,3,3,0,14,0,0,2,8,3,2,3,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,4319,1,10,10,7,4,3,3,1,3,3,0,13,0,1,1,1,1,0,0,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
51,6132,2,10,1,0,2,2,3,3,3,3,0,17,0,0,2,7,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,3346,4,9,1,0,2,2,2,2,2,4,1,20,0,1,3,9,3,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,10855,7,15,12,11,3,2,4,1,2,3,0,11,0,1,2,4,4,1,2,11,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,2231,6,6,4,3,3,3,3,4,3,3,0,18,0,1,3,2,4,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,2323,1,2,2,2,3,3,4,1,3,4,0,24,0,2,6,19,1,1,2,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2024,6,6,2,2,4,3,2,4,1,3,0,18,0,1,1,9,3,0,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2713,1,5,5,2,3,3,4,3,1,3,0,11,0,1,2,21,3,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,9439,3,12,5,3,3,4,4,2,1,3,1,16,0,1,2,24,2,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,2566,1,1,1,1,3,2,3,4,2,3,1,15,0,1,2,3,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,19926,3,21,5,4,3,3,2,2,3,3,0,15,0,0,5,11,3,1,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,2451,4,13,9,8,1,3,3,1,3,3,0,12,0,1,2,14,3,1,1,8,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,9419,2,12,10,9,2,3,4,3,3,3,0,12,0,1,2,5,3,1,7,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,8686,4,12,8,3,1,2,4,3,4,4,0,22,0,0,2,1,4,1,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,3038,3,8,5,4,3,3,3,1,3,4,0,20,0,0,2,6,5,1,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,3058,0,6,5,2,3,3,2,4,2,3,1,16,0,1,3,17,3,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2325,0,1,0,0,3,1,1,1,4,4,0,21,1,0,5,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36,2088,4,13,8,7,4,3,2,3,2,3,0,12,0,0,3,3,2,2,7,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,3072,1,12,12,9,3,3,1,3,3,3,0,11,0,2,4,9,3,0,6,10,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45,5006,4,9,5,4,3,3,1,1,4,3,1,11,0,1,3,4,2,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
56,4257,4,19,2,2,3,3,1,3,3,3,1,18,0,1,3,8,3,1,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,2500,0,4,3,1,3,3,4,1,4,3,0,14,0,0,2,2,3,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,1102,1,1,1,0,2,2,4,3,2,4,0,22,1,0,3,2,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,10453,1,24,24,13,2,3,1,3,3,4,0,25,0,3,2,1,2,1,15,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38,2288,1,2,2,2,3,3,4,3,3,3,0,12,0,0,3,9,2,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,3929,8,7,4,2,3,3,4,3,3,4,1,23,0,1,0,12,1,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2311,2,9,3,2,4,3,2,4,3,3,0,15,0,0,3,27,2,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,3140,1,4,4,3,2,3,2,4,2,4,1,22,1,0,5,20,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,3690,2,5,3,2,3,2,3,4,2,3,0,15,0,1,2,1,3,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,4450,1,5,4,2,4,4,1,3,3,3,0,11,0,2,3,13,2,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,2756,1,8,8,7,4,3,2,4,3,3,0,13,0,1,5,14,3,1,1,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,19033,1,21,20,8,4,3,3,2,3,3,0,14,0,1,2,4,1,1,9,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55,18722,8,36,24,15,3,4,2,4,3,3,0,11,0,0,3,14,4,1,2,15,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,9547,1,10,10,9,4,2,3,3,2,3,0,17,0,0,2,2,1,2,1,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,13734,3,21,7,7,4,3,2,3,3,3,0,18,0,0,6,3,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52,19999,0,34,33,18,3,2,3,1,3,3,0,14,0,1,5,1,4,1,11,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27,2279,1,7,7,7,4,3,2,4,2,3,0,16,0,0,2,9,3,1,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,5916,3,8,1,0,2,2,3,1,3,3,1,13,1,0,1,23,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,2089,4,7,5,4,4,4,4,4,4,3,0,14,0,3,3,7,3,0,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,16792,9,22,20,8,1,2,4,4,3,4,0,23,0,1,1,2,2,0,11,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,3564,1,8,8,7,2,4,1,1,2,3,1,12,0,1,3,21,3,1,1,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4425,5,10,6,2,2,3,2,4,3,3,0,11,0,0,5,2,3,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,5265,2,11,5,3,3,3,3,2,3,3,0,16,0,1,5,21,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,6553,9,14,1,0,4,3,3,2,3,3,0,14,0,0,3,2,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,6261,3,9,7,7,4,3,4,1,1,3,0,18,0,1,3,29,3,1,1,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,4298,5,6,2,2,3,2,1,3,3,3,0,19,0,1,1,1,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,6804,1,7,7,7,4,3,4,1,3,3,1,15,0,2,0,18,4,0,1,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,3815,1,5,5,3,4,3,3,4,4,3,1,17,0,1,4,10,4,2,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2741,8,15,7,2,3,3,4,3,4,3,1,15,0,1,2,19,2,1,3,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,6673,7,17,1,0,2,3,1,2,3,3,1,19,1,0,2,29,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,7639,1,10,10,4,2,3,4,4,2,4,0,22,1,3,3,27,3,1,1,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,2328,1,4,4,2,4,4,2,1,2,3,1,16,0,1,2,5,3,1,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2153,1,8,8,1,2,3,4,1,3,3,0,13,0,0,2,18,1,2,1,7,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,4876,9,5,3,2,4,2,4,4,1,3,0,14,0,1,5,9,5,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,9396,7,17,4,2,4,3,1,3,3,3,0,16,0,1,3,1,4,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,10400,1,14,14,8,4,1,4,3,2,3,0,11,1,0,2,4,4,1,9,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,8474,1,12,11,8,3,2,3,3,3,4,0,22,0,0,2,1,1,0,5,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27,9981,1,7,7,7,4,3,3,4,3,3,0,14,0,0,2,20,3,2,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,12490,5,16,10,9,2,2,2,4,1,3,0,16,0,2,5,8,4,1,4,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30,2657,5,8,5,2,4,3,1,3,3,3,1,11,1,0,5,3,3,1,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,13591,3,16,1,0,4,3,4,3,3,3,1,18,0,0,3,6,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,6696,5,9,6,3,3,2,1,3,2,3,0,15,1,0,5,26,4,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2058,0,7,6,2,3,3,3,4,2,3,0,14,1,0,1,1,3,1,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,8865,6,23,19,7,4,2,4,4,3,3,0,12,0,0,2,6,3,0,12,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,5940,2,16,6,2,4,3,1,4,3,3,0,14,0,1,4,3,3,1,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,5914,8,16,13,11,4,3,2,4,4,3,0,16,0,0,3,5,2,1,3,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,2622,6,7,3,2,3,2,2,4,3,4,0,21,0,0,3,4,4,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,12185,1,10,10,8,2,3,4,3,3,3,1,14,0,3,1,11,3,2,0,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38,10609,0,17,16,10,1,3,3,3,2,3,0,12,0,2,6,3,3,1,5,13,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,4345,0,6,5,4,3,1,3,4,3,3,0,12,0,1,2,1,4,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,2177,3,7,1,0,3,2,4,1,3,3,0,17,0,1,6,3,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,2793,4,13,9,8,1,3,4,3,3,3,0,17,0,1,2,4,4,2,5,8,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,7918,1,11,11,10,2,3,4,4,3,3,0,14,0,1,5,1,1,2,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,8789,1,10,10,7,3,3,3,1,4,3,0,14,0,0,3,1,3,2,0,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2389,1,4,4,3,3,2,4,3,2,3,1,13,1,0,3,18,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,3212,7,6,2,2,3,2,4,2,2,3,0,15,0,0,3,2,3,1,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,19232,1,22,22,17,3,3,4,4,3,3,0,11,0,0,3,4,2,1,11,15,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,2267,8,7,2,2,2,3,3,4,2,3,0,17,0,0,2,6,2,1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,19517,3,32,7,0,4,3,4,3,2,3,0,11,0,1,3,1,4,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,2436,5,8,5,4,3,3,4,3,1,3,1,13,1,1,2,14,3,1,0,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,16064,5,22,17,13,4,3,4,3,3,4,1,22,0,1,3,16,3,1,1,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,2707,7,13,9,7,1,3,1,1,4,4,0,20,1,0,3,2,2,1,1,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,19068,1,33,33,7,1,2,3,4,4,3,1,18,0,0,2,2,4,0,15,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,3931,2,6,4,3,3,3,2,1,3,3,0,11,0,1,5,4,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32,3730,0,4,3,2,4,2,3,4,1,3,1,14,1,0,2,1,3,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,2232,7,7,3,2,3,3,3,3,3,3,0,14,0,3,1,1,4,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,4465,0,4,3,2,3,3,4,1,3,3,0,18,0,0,2,26,4,0,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,3072,2,17,1,0,3,3,1,1,2,3,0,16,0,2,2,19,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,3319,1,9,9,8,1,3,4,1,3,3,0,17,0,2,3,24,2,1,4,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,19202,0,25,24,0,3,4,4,3,3,3,0,11,0,1,2,1,3,1,1,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,13675,9,9,2,2,2,3,3,1,3,3,0,12,0,1,3,3,4,2,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2911,1,2,2,2,3,2,4,3,2,3,0,13,0,1,2,5,4,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,5957,6,13,11,9,4,2,1,2,3,3,0,13,0,1,3,2,4,1,5,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,3920,2,17,3,1,3,2,1,1,2,3,0,14,0,1,2,1,2,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,6434,4,9,3,2,1,4,3,4,3,3,0,17,0,1,1,7,4,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,10048,6,17,1,0,1,3,3,2,3,3,0,11,1,2,5,10,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,10938,0,20,19,6,3,3,3,4,3,4,0,25,0,0,1,2,4,2,11,8,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,2340,1,6,6,5,3,3,4,1,3,3,0,19,0,0,1,15,3,1,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,6545,3,10,3,2,4,4,1,3,3,3,1,13,0,0,1,17,2,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,6931,2,10,3,2,4,3,4,4,3,3,0,14,0,1,2,20,2,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,4898,0,5,4,2,1,3,3,4,3,3,0,12,0,2,3,1,3,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,2593,0,10,9,6,4,2,1,3,3,3,1,11,0,1,4,2,3,1,7,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,19436,0,22,21,7,1,3,3,4,3,3,0,19,0,1,5,2,2,1,3,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51,2723,1,1,1,0,3,3,4,2,2,3,0,11,0,0,0,1,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3479,0,6,5,4,3,2,2,2,4,3,0,11,1,0,2,29,2,2,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,2794,1,5,5,1,2,4,2,3,1,4,0,20,0,0,3,7,3,2,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,5249,3,13,8,7,4,2,4,4,3,3,0,18,0,1,0,2,2,0,7,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,2176,4,9,6,2,4,2,1,4,3,3,0,13,0,0,5,2,1,1,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46,16872,3,28,7,7,3,1,2,2,2,3,1,12,0,1,2,2,3,1,7,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28,3485,2,5,0,0,1,3,3,3,1,3,0,11,1,0,5,2,4,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,6644,2,10,0,0,1,2,2,2,3,3,0,19,0,2,2,2,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,5582,0,10,9,0,2,2,4,2,3,4,0,21,0,1,2,23,3,1,7,8,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,4000,1,6,6,3,2,4,1,4,3,3,0,12,0,2,2,5,2,0,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,13496,0,21,20,7,3,3,4,2,3,3,1,14,0,0,2,20,2,1,4,10,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,3210,0,16,15,13,4,3,4,3,3,3,0,11,0,1,4,6,3,1,10,11,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,19045,0,37,36,10,4,3,1,3,3,3,1,14,0,0,2,1,3,1,4,13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,11849,1,10,10,7,1,3,2,4,2,3,1,12,1,1,2,29,4,0,9,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28,2070,1,5,5,2,4,3,4,4,2,4,0,23,0,1,3,9,3,1,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,6502,4,7,5,4,3,3,4,2,4,3,0,14,0,1,5,6,4,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3230,1,3,3,2,4,2,3,1,4,3,0,17,0,0,4,3,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,13603,2,15,5,2,1,3,4,1,3,3,1,18,0,2,2,1,4,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,11996,7,10,7,7,2,4,2,2,2,3,0,18,0,1,6,22,3,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,5605,1,8,8,0,1,4,1,3,3,4,1,24,0,1,3,7,2,1,7,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,6397,1,6,6,5,3,3,2,1,1,4,0,20,0,1,6,1,3,2,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,19144,3,28,10,4,1,3,2,1,2,3,0,14,0,2,4,4,1,1,1,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,17584,3,21,5,3,3,3,3,4,2,3,1,16,0,3,5,3,4,1,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,4907,1,20,20,16,2,3,3,3,3,4,0,25,0,0,3,1,1,1,11,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,4554,1,10,10,7,2,3,4,1,2,3,0,18,0,0,3,2,2,2,0,9,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
55,5415,3,12,10,7,2,3,4,4,3,3,1,19,0,1,4,20,2,1,0,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26,4741,1,5,5,3,1,3,1,3,3,3,1,13,0,1,3,11,2,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,2115,1,17,17,12,4,3,4,2,3,3,0,12,0,0,3,1,3,1,5,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,3161,3,19,1,0,4,3,3,4,1,4,1,22,1,1,0,24,3,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,5745,9,10,2,2,4,3,4,2,3,3,0,14,0,1,2,23,4,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,2373,2,5,3,2,1,3,2,4,3,3,1,13,1,1,2,16,4,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,3310,1,5,5,3,4,3,4,4,3,4,0,21,0,0,3,8,2,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
